annual_income,monthly_income,income_bracket,lifestyle,housing,food_groceries,food_dining,transport,entertainment,healthcare,subscriptions,clothing,utilities,fitness,coffee,total_monthly_expenses,monthly_savings,savings_rate
282146.54,23512.21,ultra,moderate,7149.9,2362.54,1392.35,2554.2,1985.4,911.05,107.05,1225.28,157.1,30,15.31,17890.18,5622.03,0.2391
225651.55,18804.3,ultra,moderate,5952.07,1602.73,1288.09,1914.24,1250.46,948.11,22.68,1049.29,192.53,100,25.23,14345.44,4458.86,0.2371
204894.06,17074.51,ultra,moderate,5393.02,1566.6,1012.16,1785.74,1311.51,934.66,93.67,583.12,185.87,0,57.33,12923.67,4150.83,0.2431
383477.92,31956.49,ultra,moderate,9386.45,3251.99,2041.41,3164.08,2774.92,1427.58,41.22,1247.91,116.86,60,29.45,23541.88,8414.61,0.2633
290188.5,24182.37,ultra,moderate,8244.78,1918.38,1498.44,2395.77,1950.7,1182.97,44.75,924.63,90.72,0,42.45,18293.6,5888.77,0.2435
244899.87,20408.32,ultra,moderate,6962.2,1796.83,1375.61,1907.42,1658.8,1018.24,40.79,433.81,161.95,30,46.93,15432.57,4975.75,0.2438
188983.93,15748.66,ultra,moderate,4934.7,1644.63,935.58,1413.06,1287.79,403.52,26.35,396.54,117.03,30,50.69,11239.88,4508.78,0.2863
181838.47,15153.21,ultra,moderate,4782.88,1358.9,972.42,1619.54,1159.47,788.09,29.93,725.68,155.91,150,61.02,11803.84,3349.36,0.221
260433.95,21702.83,ultra,moderate,6582.32,1696.93,1461.51,2150.39,1751.27,1083.71,115.64,1215.58,184.2,150,76.49,16468.03,5234.8,0.2412
287687.82,23973.99,ultra,moderate,8320.01,2244.4,1628.46,2256.37,2139.37,609.6,33.52,1287.93,179.92,30,26.6,18756.18,5217.81,0.2176
283200.27,23600.02,ultra,moderate,7301.4,2206.46,1532.87,2183.11,2043.49,780.84,59.52,1221.18,174.79,60,4.2,17567.87,6032.15,0.2556
392297.98,32691.5,ultra,moderate,9454.56,3035.32,1938.39,3352.8,2906.07,1806.79,87.77,677.33,115.3,150,90.57,23614.9,9076.6,0.2776
381816.1,31818.01,ultra,moderate,8556.32,3398.06,1857.13,2957.44,2280.19,1898.31,78.68,1319.09,128.17,100,62.42,22635.81,9182.2,0.2886
158965.17,13247.1,ultra,moderate,4338.61,1145.38,768.77,1205.65,1091.12,811.98,68.07,555.64,175.78,30,11.09,10202.09,3045.0,0.2299
192879.88,16073.32,ultra,moderate,5223.17,1470.07,951.58,1236.12,1349.15,540.82,26.78,418.22,118.4,30,65.26,11429.57,4643.75,0.2889
358790.31,29899.19,ultra,moderate,9774.98,3135.06,1816.91,2727.4,2174.77,787.68,82.02,723.29,150.94,0,23.59,21396.65,8502.54,0.2844
209400.05,17450.0,ultra,moderate,5215.3,1545.47,1066.28,1724.23,1328.31,662.93,117.24,643.68,214.0,30,23.41,12570.85,4879.15,0.2796
361794.42,30149.53,ultra,moderate,7951.27,2837.47,1743.07,2969.62,2354.17,1209.21,100.34,1158.55,167.31,60,28.12,20579.12,9570.41,0.3174
153092.91,12757.74,ultra,moderate,4543.11,1224.69,773.66,1278.69,991.88,524.68,32.9,276.21,71.23,60,31.98,9809.03,2948.71,0.2311
194412.04,16201.0,ultra,moderate,4781.1,1451.48,960.85,1492.8,1273.28,735.46,74.34,710.72,240.15,30,58.08,11808.25,4392.76,0.2711
276241.42,23020.12,ultra,moderate,8432.41,2159.63,1319.36,2422.71,2276.83,1234.92,85.42,645.72,240.48,150,28.88,18996.36,4023.76,0.1748
189195.81,15766.32,ultra,moderate,5185.07,1519.82,855.09,1492.72,1345.36,429.22,107.95,745.07,77.62,60,62.14,11880.07,3886.25,0.2465
369587.89,30798.99,ultra,moderate,11816.16,3153.47,1656.35,3194.62,2684.29,790.53,95.03,654.13,154.95,30,6.71,24236.24,6562.75,0.2131
249362.48,20780.21,ultra,moderate,6224.65,1674.12,1189.85,1943.03,1641.15,611.13,108.74,950.33,72.89,0,32.18,14448.07,6332.13,0.3047
201589.17,16799.1,ultra,moderate,5076.18,1539.57,1033.82,1951.96,1168.76,1054.23,100.4,507.74,115.86,30,71.17,12649.69,4149.4,0.247
234911.86,19575.99,ultra,moderate,5614.24,1905.98,995.16,1710.94,1378.38,530.74,57.02,1233.49,208.97,0,20.28,13655.21,5920.78,0.3025
378694.9,31557.91,ultra,moderate,9843.78,2966.41,1998.51,3164.6,2842.94,1762.05,23.12,658.56,93.55,60,57.23,23470.73,8087.18,0.2563
342326.7,28527.23,ultra,moderate,8310.48,2598.36,1824.38,2924.47,2046.99,988.01,32.12,1516.56,252.78,0,42.61,20536.76,7990.47,0.2801
233024.57,19418.71,ultra,moderate,6728.84,1736.89,1323.89,1890.22,1632.26,460.02,22.15,428.86,154.22,30,28.74,14436.08,4982.63,0.2566
375397.19,31283.1,ultra,moderate,8962.57,2568.67,1774.21,3472.99,2407.14,1029.05,29.8,1718.53,208.95,60,71.66,22303.57,8979.53,0.287
206975.34,17247.94,ultra,moderate,5063.01,1481.5,1092.41,1665.72,1468.87,677.45,109.98,603.88,127.38,60,42.91,12393.11,4854.84,0.2815
267326.62,22277.22,ultra,moderate,6186.15,1725.47,1224.94,2216.74,1487.05,944.0,80.8,798.82,131.54,150,14.01,14959.52,7317.7,0.3285
185884.49,15490.37,ultra,moderate,4977.02,1512.68,896.13,1650.98,1304.08,509.57,45.74,566.78,64.62,100,58.23,11685.83,3804.54,0.2456
252751.11,21062.59,ultra,moderate,6838.21,2059.39,1305.9,2229.03,1856.24,1076.8,109.82,624.47,121.23,100,76.3,16397.39,4665.2,0.2215
215459.77,17954.98,ultra,moderate,5082.4,1640.04,1046.24,1940.19,1424.07,656.26,59.98,992.6,107.87,30,1.51,12981.15,4973.83,0.277
285704.85,23808.74,ultra,moderate,7775.95,1841.86,1276.82,2457.75,1897.2,1288.52,100.48,919.34,201.73,30,1.16,17790.83,6017.91,0.2528
370371.57,30864.3,ultra,moderate,9872.21,2577.78,1794.81,3143.87,2241.1,1292.83,79.55,1163.53,256.63,0,73.09,22495.39,8368.91,0.2712
272923.41,22743.62,ultra,moderate,8005.52,2301.56,1523.28,2454.62,1830.25,681.14,73.3,486.07,199.07,0,47.92,17602.73,5140.88,0.226
174601.79,14550.15,ultra,moderate,4931.63,1322.5,934.35,1551.65,1164.28,760.92,106.22,609.31,210.46,150,77.71,11819.04,2731.11,0.1877
361569.87,30130.82,ultra,moderate,9956.47,2846.19,1786.15,3097.64,2422.03,1342.42,47.63,696.2,213.22,60,62.59,22530.53,7600.29,0.2522
182166.29,15180.52,ultra,moderate,5273.96,1419.49,906.19,1422.1,1303.11,421.4,51.14,685.67,94.63,60,20.92,11658.6,3521.93,0.232
235861.19,19655.1,ultra,moderate,6260.03,1874.71,1077.91,2073.88,1559.87,424.51,94.36,662.44,87.6,150,15.96,14281.27,5373.83,0.2734
232502.44,19375.2,ultra,moderate,5418.35,1605.18,1013.84,1736.33,1570.88,791.74,27.41,606.64,186.33,0,10.11,12966.79,6408.41,0.3308
326468.91,27205.74,ultra,moderate,9419.46,2742.38,1608.7,3055.33,2198.86,886.05,45.23,1640.32,216.12,60,30.36,21902.8,5302.94,0.1949
235760.15,19646.68,ultra,moderate,5293.67,1753.12,1112.47,2032.61,1579.78,802.68,72.12,1022.67,224.81,60,17.39,13971.32,5675.36,0.2889
247190.61,20599.22,ultra,moderate,6426.01,1957.11,1388.92,2079.1,1932.97,952.95,111.7,639.66,173.53,30,49.92,15741.87,4857.35,0.2358
195231.07,16269.26,ultra,moderate,5117.57,1369.52,1015.74,1565.81,1232.9,630.91,108.9,580.59,206.48,60,7.66,11896.09,4373.17,0.2688
307402.12,25616.84,ultra,moderate,7711.26,2479.48,1672.86,3062.95,2063.66,810.48,52.28,1547.31,135.78,0,36.34,19572.4,6044.44,0.236
234868.05,19572.34,ultra,moderate,6560.85,1844.71,1120.1,1756.32,1647.22,996.8,116.8,363.4,97.02,100,32.28,14635.51,4936.83,0.2522
346043.06,28836.92,ultra,moderate,9764.63,2893.14,1713.62,2734.82,2261.7,1378.79,112.2,1173.33,203.48,60,27.18,22322.9,6514.02,0.2259
315144.61,26262.05,ultra,moderate,8233.3,2285.21,1568.27,2902.88,2024.62,1025.18,110.56,1164.95,237.58,0,59.8,19612.34,6649.71,0.2532
289593.73,24132.81,ultra,moderate,8218.68,2033.14,1462.94,2554.97,2110.88,1546.61,41.58,1238.71,217.98,150,47.76,19623.24,4509.57,0.1869
359402.59,29950.22,ultra,moderate,10070.5,2714.71,1997.27,3339.66,2385.97,1628.02,112.45,1335.26,97.88,150,81.87,23913.6,6036.62,0.2016
249633.21,20802.77,ultra,moderate,6318.02,2073.13,1364.41,2126.69,1726.86,666.7,93.16,1280.89,257.42,0,41.38,15948.67,4854.1,0.2333
180753.03,15062.75,ultra,moderate,4509.0,1465.64,901.86,1441.93,1288.27,917.16,110.16,666.98,179.93,60,43.91,11584.84,3477.91,0.2309
393082.89,32756.91,ultra,moderate,10278.88,2951.11,2241.27,3499.8,2361.7,1570.8,23.71,724.12,104.21,150,63.48,23969.09,8787.82,0.2683
305334.96,25444.58,ultra,moderate,8026.97,2243.01,1410.25,2540.58,1724.8,675.68,27.31,1283.04,149.17,0,7.4,18088.22,7356.36,0.2891
369589.25,30799.1,ultra,moderate,9646.09,3128.43,1947.09,3367.5,2612.56,1448.57,109.2,1148.93,86.8,0,64.1,23559.28,7239.83,0.2351
212066.12,17672.18,ultra,moderate,5808.9,1510.09,1218.78,1858.25,1439.96,543.19,59.58,447.96,218.35,30,55.67,13190.71,4481.46,0.2536
218849.16,18237.43,ultra,moderate,6545.35,1442.81,1100.62,1846.58,1286.36,577.7,76.21,871.39,183.08,60,45.49,14035.58,4201.85,0.2304
326791.66,27232.64,ultra,moderate,7092.41,2281.44,1505.26,2991.51,2089.81,1329.92,62.79,856.97,231.47,60,77.02,18578.6,8654.03,0.3178
227825.76,18985.48,ultra,moderate,6109.36,1891.12,1190.92,1836.25,1685.81,866.02,21.62,891.32,104.19,0,54.81,14651.42,4334.06,0.2283
171140.28,14261.69,ultra,moderate,5403.5,1266.15,872.73,1138.8,1160.82,699.61,40.96,357.21,196.08,30,40.93,11206.78,3054.91,0.2142
203132.86,16927.74,ultra,moderate,6003.57,1627.18,981.2,1536.26,1679.4,727.18,55.08,481.14,249.78,30,44.25,13415.04,3512.7,0.2075
166301.65,13858.47,ultra,moderate,4209.84,983.25,895.68,1401.67,1133.69,695.71,100.93,942.3,97.66,30,22.99,10513.74,3344.73,0.2413
175935.45,14661.29,ultra,moderate,4780.11,1194.86,902.35,1381.62,1248.24,453.79,90.16,834.42,181.49,30,72.71,11169.76,3491.53,0.2381
217317.59,18109.8,ultra,moderate,6445.71,1864.52,1245.62,1846.86,1431.01,936.76,89.61,754.61,128.54,150,20.25,14913.48,3196.32,0.1765
197646.36,16470.53,ultra,moderate,5497.22,1522.14,991.7,1762.9,1542.95,631.88,63.95,495.3,225.3,0,50.75,12784.09,3686.44,0.2238
219182.59,18265.22,ultra,moderate,5253.71,1795.49,1077.24,1918.08,1348.3,934.56,46.28,655.86,176.31,60,28.23,13294.07,4971.14,0.2722
150043.18,12503.6,ultra,moderate,3690.03,1147.86,793.26,1281.4,866.24,488.31,98.49,371.24,72.62,100,70.24,8979.68,3523.92,0.2818
221886.13,18490.51,ultra,moderate,5669.84,1718.24,1163.65,1960.52,1428.85,701.45,29.74,1176.58,183.8,100,22.76,14155.43,4335.08,0.2344
227233.21,18936.1,ultra,moderate,7013.76,1480.21,1176.83,1736.36,1495.21,886.78,94.73,1073.98,75.28,30,20.64,15083.76,3852.35,0.2034
270170.32,22514.19,ultra,moderate,7678.74,1823.44,1490.35,2075.89,1797.48,1160.12,71.66,674.65,153.1,100,6.33,17031.76,5482.43,0.2435
236770.97,19730.91,ultra,moderate,6135.31,1742.32,1137.39,1818.76,1763.17,795.26,71.61,988.08,100.55,30,37.08,14619.53,5111.39,0.2591
284706.91,23725.58,ultra,moderate,6260.28,2090.1,1461.12,2442.33,1988.24,618.16,96.4,1004.38,172.94,0,51.61,16185.56,7540.02,0.3178
284790.58,23732.55,ultra,moderate,8177.43,2256.39,1545.49,2469.68,1927.02,656.11,37.67,1110.35,96.32,0,48.05,18324.51,5408.03,0.2279
329280.28,27440.02,ultra,moderate,8861.39,2239.72,1478.29,2613.27,2007.59,714.27,109.4,1259.03,159.51,60,71.86,19574.33,7865.69,0.2867
328338.36,27361.53,ultra,moderate,8299.66,2447.45,1632.48,2548.53,2367.96,719.52,89.9,1272.25,125.96,30,64.06,19597.77,7763.76,0.2837
160383.29,13365.27,ultra,moderate,4293.03,1360.58,786.26,1150.77,1105.16,678.48,111.93,534.75,266.27,60,52.88,10400.1,2965.17,0.2219
248285.85,20690.49,ultra,moderate,6399.16,1713.56,1375.87,1981.65,1567.85,869.25,20.74,1070.78,259.28,0,28.35,15286.48,5404.0,0.2612
173507.78,14458.98,ultra,moderate,4569.48,1118.35,945.15,1564.49,1148.09,497.11,64.44,438.02,143.47,150,28.28,10666.89,3792.09,0.2623
330842.02,27570.17,ultra,moderate,8755.14,2427.09,1724.47,3327.58,1828.67,1376.14,99.09,1163.9,134.12,30,46.51,20912.7,6657.47,0.2415
328506.75,27375.56,ultra,moderate,9728.82,2490.48,1692.2,2569.35,1986.87,1408.69,90.85,1523.96,259.13,100,69.63,21919.98,5455.58,0.1993
335590.74,27965.89,ultra,moderate,8755.02,2744.06,1482.23,2779.69,2089.81,905.58,100.06,1226.76,213.91,60,72.64,20429.77,7536.13,0.2695
381220.47,31768.37,ultra,moderate,10144.72,3369.01,1786.9,3150.81,2405.76,965.42,57.42,1354.41,179.13,100,8.0,23521.57,8246.8,0.2596
224649.74,18720.81,ultra,moderate,5497.21,1734.23,1097.36,1675.89,1533.33,854.57,103.07,1129.78,227.22,100,38.74,13991.41,4729.4,0.2526
171400.89,14283.41,ultra,moderate,4346.31,1446.52,935.09,1369.28,1048.84,434.72,101.19,728.2,60.67,150,60.72,10681.53,3601.87,0.2522
229243.22,19103.6,ultra,moderate,6069.62,1715.21,1229.0,2027.18,1607.48,623.72,79.43,743.81,172.45,0,15.58,14283.48,4820.12,0.2523
236132.44,19677.7,ultra,moderate,6377.55,1821.59,1071.45,1926.24,1509.27,1026.02,101.38,933.64,150.46,60,34.34,15011.94,4665.76,0.2371
384270.2,32022.52,ultra,moderate,10825.42,2972.47,2076.1,3220.12,2886.32,1565.83,118.98,861.75,125.43,150,52.76,24855.17,7167.35,0.2238
392954.87,32746.24,ultra,moderate,10207.83,2817.76,1820.09,3335.86,2655.97,1391.7,83.89,1271.79,220.59,0,22.35,23827.82,8918.42,0.2723
299827.94,24985.66,ultra,moderate,9191.1,2538.62,1779.26,2345.41,1931.57,728.94,76.56,482.66,168.4,60,5.33,19307.84,5677.82,0.2272
338227.7,28185.64,ultra,moderate,8004.39,2655.56,1697.51,2781.68,1828.88,822.0,101.95,1089.17,77.88,100,68.93,19227.94,8957.7,0.3178
330022.05,27501.84,ultra,moderate,8790.2,2457.79,1578.4,2309.74,2036.77,1636.35,114.72,622.73,188.73,100,12.14,19847.57,7654.26,0.2783
328351.63,27362.64,ultra,moderate,8589.98,2226.81,1767.85,3036.2,2269.63,1267.23,34.96,627.53,148.45,150,12.77,20131.41,7231.23,0.2643
372383.03,31031.92,ultra,moderate,9078.62,2994.27,1855.41,3195.48,2592.85,822.37,26.4,1013.36,203.98,30,14.21,21826.93,9204.99,0.2966
313299.27,26108.27,ultra,moderate,8442.83,2607.66,1591.86,2498.04,1801.49,580.18,68.5,1425.86,210.6,100,56.77,19383.8,6724.48,0.2576
398764.26,33230.36,ultra,moderate,9372.08,3254.89,2255.98,3210.4,2613.97,944.02,97.39,864.75,237.77,60,0.98,22912.22,10318.14,0.3105
399064.42,33255.37,ultra,moderate,11086.99,2758.72,2222.21,3510.98,2978.71,894.33,63.39,1627.43,70.67,100,36.24,25349.67,7905.7,0.2377
346744.38,28895.36,ultra,moderate,8521.42,3000.2,1800.24,3113.02,2137.15,999.11,25.48,1385.56,111.69,100,42.09,21235.95,7659.41,0.2651
336948.71,28079.06,ultra,moderate,9902.03,2732.57,1697.42,2808.61,2249.79,1072.98,20.74,937.32,110.5,30,44.56,21606.52,6472.54,0.2305
376929.04,31410.75,ultra,moderate,9481.8,2756.79,2069.72,3141.1,2609.97,1344.27,67.44,1383.17,66.62,150,53.21,23124.1,8286.66,0.2638
315266.79,26272.23,ultra,moderate,8531.19,2083.0,1508.17,2064.98,1990.92,727.97,32.39,991.33,157.58,0,48.23,18135.74,8136.49,0.3097
167978.86,13998.24,ultra,moderate,4033.91,1326.87,898.62,1051.99,1321.53,368.87,109.47,340.92,75.65,0,14.48,9542.32,4455.91,0.3183
231654.85,19304.57,ultra,moderate,6744.86,1949.15,1112.22,1833.55,1678.75,671.36,94.14,761.16,139.61,60,4.53,15049.33,4255.24,0.2204
384999.49,32083.29,ultra,moderate,12013.97,3045.69,2015.36,3496.82,2345.4,788.09,73.0,1372.66,271.77,60,0.18,25482.94,6600.35,0.2057
356574.26,29714.52,ultra,moderate,10370.74,2577.65,1699.77,3053.73,2357.81,1229.02,114.73,1635.86,142.82,0,62.0,23244.12,6470.4,0.2178
279190.01,23265.83,ultra,moderate,6743.63,2265.78,1497.76,2403.69,1753.78,1228.85,105.33,1122.95,69.1,100,22.23,17313.09,5952.75,0.2559
209387.92,17448.99,ultra,moderate,5891.4,1522.99,1004.91,1676.19,1357.83,683.42,80.83,817.2,89.75,100,43.68,13268.21,4180.79,0.2396
252735.41,21061.28,ultra,moderate,7085.96,1780.44,1316.08,2108.75,1614.59,774.08,53.04,975.62,183.09,60,25.12,15976.77,5084.52,0.2414
364774.25,30397.85,ultra,moderate,10223.12,3066.81,1704.78,2789.84,2491.15,1734.12,113.68,681.67,193.24,60,13.46,23071.86,7325.99,0.241
339253.29,28271.11,ultra,moderate,9809.55,2208.53,1533.27,2741.34,2208.14,608.18,93.08,1721.29,207.67,60,33.06,21224.12,7046.99,0.2493
387589.72,32299.14,ultra,moderate,9383.94,2702.57,1798.77,3257.79,2415.75,1098.46,116.77,1540.48,210.49,60,89.48,22674.5,9624.64,0.298
241356.55,20113.05,ultra,moderate,6590.47,1647.47,1238.89,1913.25,1557.93,1101.32,61.39,1252.85,143.93,100,23.35,15630.86,4482.18,0.2228
349055.47,29087.96,ultra,moderate,10859.33,2534.87,1854.95,2627.66,2197.03,1160.13,32.07,1156.08,214.01,150,1.11,22787.25,6300.71,0.2166
266960.24,22246.69,ultra,moderate,6950.52,2055.22,1457.07,2581.67,1938.35,919.19,107.36,1330.18,101.35,0,33.78,17474.69,4772.0,0.2145
321982.06,26831.84,ultra,moderate,7877.43,2334.67,1621.24,2663.12,2311.11,1356.48,78.17,1048.42,222.38,30,3.8,19546.83,7285.01,0.2715
268003.13,22333.59,ultra,moderate,7598.6,1973.28,1349.04,1893.62,1866.16,502.97,118.76,1341.54,157.29,0,44.75,16846.03,5487.57,0.2457
258535.27,21544.61,ultra,moderate,6215.85,2231.59,1407.15,1958.33,1661.19,787.88,29.79,980.97,152.08,60,45.99,15530.81,6013.79,0.2791
369660.76,30805.06,ultra,moderate,10896.89,2954.93,1662.97,3463.53,2413.33,1436.11,67.13,1704.95,81.09,60,56.95,24797.88,6007.18,0.195
271230.84,22602.57,ultra,moderate,7658.46,1988.92,1512.37,2532.31,1558.19,1323.82,59.69,718.48,213.55,150,19.62,17735.41,4867.16,0.2153
221932.14,18494.34,ultra,moderate,6195.65,1647.53,1143.13,1687.57,1643.93,525.1,68.64,649.12,192.74,60,52.09,13865.5,4628.84,0.2503
205528.94,17127.41,ultra,moderate,5297.51,1675.82,939.5,1707.1,1013.72,631.3,30.53,491.84,125.24,100,37.21,12049.77,5077.64,0.2965
177478.91,14789.91,ultra,moderate,5102.61,1376.65,940.51,1450.29,1162.99,628.42,82.31,433.21,240.15,100,33.26,11550.39,3239.51,0.219
174326.61,14527.22,ultra,moderate,4835.0,1244.69,916.92,1403.26,1146.9,295.38,65.47,572.23,52.28,30,51.43,10613.56,3913.66,0.2694
231532.36,19294.36,ultra,moderate,5484.08,1733.74,1183.2,1733.77,1551.04,637.37,97.44,694.5,111.5,60,52.79,13339.44,5954.93,0.3086
372241.04,31020.09,ultra,moderate,10231.65,2523.88,1687.83,4085.51,2459.66,1319.45,62.05,1172.24,150.28,60,19.56,23772.12,7247.97,0.2337
280420.99,23368.42,ultra,moderate,7315.41,1975.35,1526.59,2342.74,1878.94,581.55,56.79,791.67,102.66,0,26.73,16598.42,6770.0,0.2897
162309.21,13525.77,ultra,moderate,4760.29,1265.72,836.74,1304.96,1073.16,680.93,91.19,358.56,95.22,30,7.79,10504.56,3021.2,0.2234
247314.0,20609.5,ultra,moderate,6188.47,1794.99,1118.79,2069.75,1703.34,813.24,65.37,1060.83,148.43,60,79.07,15102.28,5507.22,0.2672
333385.27,27782.11,ultra,moderate,8834.63,2441.53,1667.91,2787.85,2164.19,679.38,75.19,1019.38,228.39,0,56.76,19955.21,7826.9,0.2817
289978.82,24164.9,ultra,moderate,7665.69,2055.49,1352.08,2207.2,1851.25,1269.96,110.0,915.08,229.29,60,65.47,17781.49,6383.41,0.2642
295170.39,24597.53,ultra,moderate,8026.36,2155.96,1597.33,2600.92,2013.14,1301.86,87.75,544.29,163.36,100,22.02,18613.0,5984.53,0.2433
344687.71,28723.98,ultra,moderate,9479.06,2230.84,1801.6,2912.19,2415.37,1040.97,76.27,925.67,201.13,0,24.3,21107.41,7616.56,0.2652
231765.19,19313.77,ultra,moderate,5611.43,1880.32,1187.26,2166.84,1412.84,676.95,98.41,483.19,208.47,30,3.47,13759.18,5554.59,0.2876
285091.49,23757.62,ultra,moderate,7697.12,2059.72,1305.55,2472.29,2030.76,1003.45,80.5,1666.35,221.01,100,75.07,18711.81,5045.81,0.2124
196116.82,16343.07,ultra,moderate,5572.62,1500.33,866.77,1448.77,1276.98,895.2,116.17,416.94,217.74,0,57.51,12369.03,3974.04,0.2432
303385.49,25282.12,ultra,moderate,7761.23,2406.91,1585.45,2687.52,2008.63,754.73,68.15,1235.41,225.44,0,46.14,18779.61,6502.52,0.2572
193951.06,16162.59,ultra,moderate,5238.12,1375.92,1023.43,1424.28,1136.93,985.07,108.25,1040.87,235.91,30,13.64,12612.43,3550.16,0.2197
342486.6,28540.55,ultra,moderate,8886.07,2783.9,1763.08,3001.77,2479.48,1506.88,25.6,1324.41,121.97,150,13.66,22056.82,6483.73,0.2272
397513.66,33126.14,ultra,moderate,8942.41,2826.86,2140.87,3389.32,2660.02,1206.75,96.86,596.6,208.24,0,11.0,22078.94,11047.19,0.3335
325688.46,27140.71,ultra,moderate,7729.26,2602.96,1808.04,2732.28,1772.82,1004.06,67.7,929.68,142.76,60,10.81,18860.36,8280.34,0.3051
350696.12,29224.68,ultra,moderate,8707.54,2501.78,1844.55,3385.34,2522.63,1067.44,43.79,1130.81,109.25,60,21.87,21395.01,7829.66,0.2679
333276.39,27773.03,ultra,moderate,9310.17,2340.89,1652.29,2600.5,2321.05,1936.44,53.86,950.8,151.73,30,50.59,21398.33,6374.7,0.2295
378380.04,31531.67,ultra,moderate,10612.07,2601.47,1730.41,3063.89,2425.22,1632.6,117.77,1481.69,118.24,60,62.3,23905.65,7626.02,0.2419
235267.17,19605.6,ultra,moderate,5559.37,1805.36,1268.88,1784.56,1465.31,850.44,20.22,557.83,71.26,30,38.22,13451.45,6154.15,0.3139
173967.22,14497.27,ultra,moderate,4636.09,1309.0,790.47,1443.61,1196.15,857.76,102.85,327.38,185.47,100,41.13,10989.91,3507.36,0.2419
383280.66,31940.06,ultra,moderate,10478.26,3092.6,1765.78,3253.68,2132.38,1293.53,104.61,1373.21,120.85,0,11.72,23626.61,8313.45,0.2603
172108.02,14342.34,ultra,moderate,4194.44,1493.58,883.1,1290.5,1210.51,687.02,50.28,876.02,168.61,100,0.68,10954.74,3387.6,0.2362
322529.22,26877.44,ultra,moderate,10418.7,2161.29,1654.22,2826.6,2366.21,894.61,106.14,1324.39,222.23,100,71.0,22145.41,4732.03,0.1761
188057.95,15671.5,ultra,moderate,4954.83,1458.45,920.52,1543.37,1302.76,697.48,66.31,612.4,239.78,60,13.65,11869.56,3801.94,0.2426
178171.05,14847.59,ultra,moderate,5072.65,1429.58,740.17,1405.55,1160.83,427.57,84.78,803.48,213.19,60,34.61,11432.42,3415.17,0.23
331346.34,27612.2,ultra,moderate,7872.81,2670.06,1729.0,2678.12,2154.74,1651.56,38.21,1393.58,171.32,60,8.51,20427.9,7184.29,0.2602
212819.34,17734.95,ultra,moderate,4990.8,1458.58,1096.16,1772.97,1503.21,733.06,95.28,649.56,105.64,30,84.97,12520.23,5214.71,0.294
223874.41,18656.2,ultra,moderate,6339.74,1557.99,1120.87,1815.01,1397.43,725.25,118.96,633.15,211.27,150,28.74,14098.39,4557.81,0.2443
217915.29,18159.61,ultra,moderate,5793.77,1752.8,1059.93,2046.2,1579.84,1051.6,115.41,915.19,233.19,150,42.19,14740.14,3419.47,0.1883
178074.07,14839.51,ultra,moderate,4280.46,1248.66,911.94,1385.35,1137.1,489.23,21.56,488.56,179.56,150,63.84,10356.26,4483.25,0.3021
213888.03,17824.0,ultra,moderate,5846.86,1542.66,1220.08,1808.27,1389.44,396.08,68.76,966.57,182.75,100,44.52,13565.97,4258.03,0.2389
278962.58,23246.88,ultra,moderate,8165.68,2357.98,1338.41,2243.14,1748.48,1296.43,31.42,764.38,141.86,60,74.19,18221.99,5024.89,0.2162
244489.53,20374.13,ultra,moderate,6749.47,2057.36,1296.94,2218.21,1714.45,1332.32,42.54,934.82,116.75,100,0.19,16563.06,3811.07,0.1871
320484.48,26707.04,ultra,moderate,8697.77,2439.0,1681.5,3014.44,2414.58,1501.82,36.35,707.87,118.8,30,30.06,20672.19,6034.85,0.226
398858.44,33238.2,ultra,moderate,9238.89,2718.1,2283.48,3254.14,2588.25,1687.81,104.61,866.9,179.94,30,68.78,23020.9,10217.3,0.3074
326555.99,27213.0,ultra,moderate,9206.65,2537.16,1713.24,2661.96,2057.96,918.39,45.18,1025.82,126.14,0,38.73,20331.23,6881.77,0.2529
162877.92,13573.16,ultra,moderate,4266.73,1266.65,799.06,1136.83,1011.59,746.3,119.49,695.21,217.47,60,10.03,10329.36,3243.8,0.239
230052.49,19171.04,ultra,moderate,5928.98,1837.17,1095.43,2064.31,1436.66,999.61,46.66,1043.52,85.67,30,71.8,14639.81,4531.23,0.2364
281671.7,23472.64,ultra,moderate,7042.29,1782.24,1401.62,2316.51,1915.77,496.81,63.06,1288.16,235.22,60,59.74,16661.42,6811.22,0.2902
396463.22,33038.6,ultra,moderate,10959.5,3387.22,2077.89,3484.08,2430.97,668.6,89.76,2094.6,57.11,0,28.14,25277.88,7760.72,0.2349
383386.43,31948.87,ultra,moderate,10564.54,2930.51,1725.68,2958.68,2589.4,1396.87,45.08,1132.48,61.92,30,79.77,23514.93,8433.94,0.264
319895.92,26657.99,ultra,moderate,8077.83,2430.55,1625.01,2536.95,1936.83,821.51,114.7,1604.81,191.05,0,15.07,19354.31,7303.68,0.274
283953.97,23662.83,ultra,moderate,7276.69,2047.36,1379.31,2537.36,1957.13,859.72,39.35,1008.68,247.68,60,17.9,17431.17,6231.66,0.2634
362217.24,30184.77,ultra,moderate,10475.92,2841.74,1783.27,2787.41,2239.65,672.77,40.24,1135.19,188.84,60,40.16,22265.19,7919.58,0.2624
159761.92,13313.49,ultra,moderate,4494.34,1371.93,714.99,1501.22,1134.32,409.59,45.64,687.64,163.85,60,18.05,10601.57,2711.92,0.2037
